timestamp,cpu_percent,memory_percent,disk_usage,network_activity
2025-01-27T21:07:18.251609,58.8,81.6,90.7,429515117
2025-01-27T21:07:19.293061,52.9,78.8,90.7,429537271
2025-01-27T21:07:20.335445,52.0,77.6,90.7,429542585
2025-01-27T21:07:21.377433,69.7,71.5,90.7,429564632
2025-01-27T21:07:22.422203,48.5,70.7,90.7,429567748
2025-01-27T21:07:23.458549,55.8,70.9,90.7,429573771
2025-01-27T21:07:24.503237,51.7,71.2,90.7,429579878
2025-01-27T21:07:25.542459,59.7,71.7,90.6,429583896
2025-01-27T21:07:26.588682,74.4,73.1,90.6,429655940
2025-01-27T21:07:27.630952,67.5,73.7,90.7,442924194
2025-01-27T21:07:28.672731,82.7,74.5,90.7,443588321
2025-01-27T21:07:29.717223,90.6,74.7,90.7,444048598
2025-01-27T21:07:30.761506,98.0,72.9,90.7,445210601
2025-01-27T21:07:31.815385,99.9,72.9,90.7,446241534
2025-01-27T21:07:32.887757,94.8,74.1,90.7,447200644
2025-01-27T21:07:33.946926,89.7,73.8,90.7,447963191
2025-01-27T21:07:34.991457,82.8,74.4,90.7,448075218
2025-01-27T21:07:36.065372,80.3,75.0,90.7,448319539
2025-01-27T21:07:37.120610,77.5,74.5,90.7,448545784
2025-01-27T21:07:38.164093,50.7,74.4,90.7,448555111
2025-01-27T21:07:39.192980,38.6,74.3,90.7,448557609
2025-01-27T21:07:40.221727,50.3,74.2,90.7,448560111
2025-01-27T21:07:41.252799,49.2,74.2,90.7,448563642
2025-01-27T21:07:42.297785,51.1,74.1,90.7,448570335
2025-01-27T21:07:43.327787,45.8,74.0,90.7,448584391
2025-01-27T21:07:44.372104,41.3,74.0,90.7,448591432
2025-01-27T21:07:45.405642,42.6,73.9,90.7,448592405
2025-01-27T21:07:46.436902,46.2,73.8,90.7,448601588
2025-01-27T21:07:47.470632,51.6,73.8,90.7,448604419
2025-01-27T21:07:48.506709,39.2,73.9,90.7,448605371
2025-01-27T21:07:49.535580,39.3,73.9,90.7,448607103
2025-01-27T21:07:50.565950,35.9,73.8,90.7,448608051
2025-01-27T21:07:51.606153,41.1,73.9,90.7,448614195
2025-01-27T21:07:52.634623,32.1,73.7,90.7,448614983
2025-01-27T21:07:53.662675,6.7,73.7,90.7,448620122
2025-01-27T21:07:54.690848,3.3,73.5,90.7,448637690
